Respondent.ID,Wave,S0_Sample,Province,Segment,Q20_Bank usage,Q21_Main bank,Q1_Main Bank 1,Q2_NPS Main bank 1,Q2_1_Reason for NPS Main bank 1,Q3_Likelihood to recommend Mobile Banking_Main Bank 1,Q3_1_Reason for likelihood to recommend Mobile Banking_Main Bank 1,Q4_CSAT Product_Main Bank 1,Q5_CSAT Service_Main Bank 1,Q6_CSAT Price & Promotion_Main Bank 1,Q7_CSAT Convenience_Main Bank 1,Q8_CSAT Experience_Main Bank 1,Q9a_R1_Debit Card_Main Bank 1,Q9a_R2_Credit card_Main Bank 1,Q9a_R4_Banca_Main Bank 1,Q9a_R6_Terms deposit_Main Bank 1,Q9a_R7_Bond/Funds_Main Bank 1,Q9a_R8_Secured Loan_Main Bank 1,Q9a_R9_Unsecured Loan/ Overdraft without Collateral_Main Bank 1,Q9a_The lowest rated product's score_Main Bank 1,Q9a_The lowest rated product_Main Bank 1,Q9a_1_Reason for the lowest rated product's CSAT_Main Bank 1,Q9_R1_Branch_Main Bank 1,Q9_R2_Telesales_Main Bank 1,Q9_R3_Call Center_Main Bank 1,Q9_R4_Fanpage_Main Bank 1,Q9_R6_ATM_Main Bank 1,Q9_The lowest rated channel's score_Main Bank 1,Q9_The lowest rated channel_Main Bank 1,Q9_1_Reason for the lowest rated channel's CSAT_Main Bank 1,Q10_Main bank 2,Q11_NPS Main bank 2,Q11_1_Reason for NPS Main bank 2,Q31_Likelihood to recommend Mobile Banking_Main Bank 2,Q31_1_Reason for likelihood to recommend Mobile Banking_Main Bank 2,Q12_CSAT Product_Main Bank 2,Q13_CSAT Service_Main Bank 2,Q14_CSAT Price & Promotion_Main Bank 2,Q15_CSAT Convenience_Main Bank 2,Q16_CSAT Experience_Main Bank 2,Q17a_R1_Debit Card_Main Bank 2,Q17a_R2_Credit card_Main Bank 2,Q17a_R4_Banca_Main Bank 2,Q17a_R6_Terms deposit_Main Bank 2,Q17a_R7_Bond/Funds_Main Bank 2,Q17a_R8_Secured Loan_Main Bank 2,Q17a_R9_Unsecured Loan/ Overdraft without Collateral_Main Bank 2,Q17a_The lowest rated product's score_Main Bank 2,Q17a_The lowest rated product_Main Bank 2,Q17a_1_Reason for the lowest rated product's CSAT_Main Bank 2,Q17_R1_Branch_Main Bank 2,Q17_R2_Telesales_Main Bank 2,Q17_R3_Call Center_Main Bank 2,Q17_R4_Fanpage_Main Bank 2,Q17_R6_ATM_Main Bank 2,Q17_The lowest rated channel's score_Main Bank 2,Q17_The lowest rated channel_Main Bank 2,Q17_1_Reason for the lowest rated channel's CSAT_Main Bank 2,Q18_Brand Awareness,Q18a_Drive customer value by sustainably protecting and growing assets,Q18a.1_The bank provides experienced RMs and product's experts,"Q18a.2_The bank provides innovative, exclusive, investment solutions that ensure a seamless experience",Q18a.3_The bank offers impressive customer loyalty program,"Q18b_Your trusted partner to unlock opportunities in the most flexible and convenient way, empowering you to make the most of life on your own terms",Q18b.1_The bank offers intuitive and user-friendly digital banking services to manage your payments and grow your assets continuously,Q18b.2_The bank opens opportunities through solutions designed specifically for you,Q18b.3_The bank provides flexible customer loyalty program which brings customer satisfaction,Q18c.1_The bank gives me the feeling of safety and trust when using products and services,Q18c.2_The bank offers solution tailored to my needs,Q18c.3_The bank accompanies me to persuade my financial goals,Q18c.4_The bank deliver greater experiences
ThFjz30L0jV1Zf4He2Myew==,Apr'25,Offline,Ha Noi,AFF,MBBank,MBBank,MBBank,9,"Ngân hàng quân đội uy tin đáng tin cậy ,   Sản phẩm phong phú đa dạng phù hợp với nhu cầu tài chính của tôi",10,"Chuyển khoản nhanh chóng không mất phí , app có giao diện đẹp dễ dùng",5,4,4,4,5,4,5,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Debit,"Thẻ in sắc nét ,  mở thẻ nhanh chóng , nhân viên  hướng dẫn thủ tục mở thẻ  nhiệt tình",Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,,,,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",MB Bank,MB Bank,MB Bank,MB Bank,,,,,MB Bank,MB Bank,MB Bank,MB Bank
J+CJNBHa1WXQlr54ewXHcw==,Apr'25,Offline,Ha Noi,AFF,"Vietcombank,Techcombank",Vietcombank,Vietcombank,10,"Đội ngũ nhân viên tư vấn nhiệt tình ,tác phong chuyên nghiệp , am hiểu sản phẩm ,  mạng lưới ngân hàng và cây atm rộng khắp",9,"Ứng dụng mượt mà , chuyển tiền nhanh",5,4,4,5,5,4,I do not use this bank product,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Debit,"Thẻ ghi nợ màu sắc đẹp ,  miến phí phát hành , miễn phí quản lý tài khoản",Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,4,4,ATM,"Máy ATM sạch sẽ hoạt động tốt , rút tiền nhanh không bị lỗi",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",Vietcombank,Vietcombank,Vietcombank,Vietcombank,,,,,Vietcombank,Vietcombank,Vietcombank,Vietcombank
vdzHphbFaptGeIddhwaSbA==,Apr'25,Offline,Ha Noi,AFF,"BIDV,MBBank,Techcombank",Techcombank,Techcombank,10,"Giao dịch không mất tiền. Nhiều chi nhanh ở khắp mọi nơi nằm ở nơi tiên lợi dễ tìm thấy . 
Lãi xuất tiết kiêm hợp lý  gửi tiết kiệm đang tin cậy",10,Dễ sử dụng. Tính bảo mật cao. Được ưu đãi nhiều   như mua hàng ở vimart,5,5,4,5,4,5,I do not use this bank product,5,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Terms deposit,Có nhưng gói gửi tiết kiệm phù hợp . Lãi xuất cao. Có thể gửi online  với mức lãi cao . Khi cần rút không phải ra quầy,5,Not use in recent 1 month,4,5,5,4,Call Center,Nhận viên gọi điện lễ phép . Giải đáp mọi thắc mắc khách hàng nhanh,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",Techcombank,Techcombank,Techcombank,Techcombank,,,,,Techcombank,Techcombank,Techcombank,Techcombank
c91a2480-e92e-11ec-ad3f-03b76633008c,Apr'25,Online,Ho Chi Minh,MAF,"MBBank,ACB",ACB,ACB,9,Ngân hàng mà tôi luôn tin tưởng sử dụng dịch vụ trong suốt 5 năm vừa qua,9,"Ứng dụng phản hồi nhanh chóng yêu cầu của tôi. tiện ích đầy đủ, ít bị lỗi và thông báo lỗi rõ ràng",4,4,4,3,4,4,4,3,5,4,4,4,3,Banca,Sản phẩm chưa đa dạng. còn nhiều điều khoản chưa phù hợp với tôi,4,4,4,3,4,3,Fanpage,"Các bài đăng trên facebook chưa đa dạng, thông tin còn khá chung chung",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ACB,MBBank,MSB",,,,,MSB,MSB,MB Bank,MB Bank,ACB,ACB,MB Bank,ACB
9X6uV0FLqojeuev4H19NNE2OVyOafqL9kLFMUXUPIT4=,Apr'25,Online,Ho Chi Minh,MAF,"ACB,VPBank",VPBank,VPBank,10,Ngân hàng hiện đại các dịch vụ hiện đại nhanh gọn,9,ứng dụng ngân hàng di động cung cấp đầy đủ các dịch vụ thanh toán,5,5,5,4,5,4,5,4,5,4,4,5,4,Bond/Funds,kênh đầu tư mới còn mới mẻ,5,4,4,5,4,4,ATM,atm khá tiện dụng tuy nhiên số lượng còn hạn chế,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank
7e888b40-372f-11ee-acb0-2914cacde3db,Apr'25,Online,Ha Noi,MAF,"Vietcombank,MBBank,VPBank",Vietcombank,Vietcombank,10,"ngân hàng lớn, uy tín, dễ dàng giao dịch, đảm bảo an toàn khi sử dụng",10,"Giao diện ngân hàng dễ sử dụng, được hỗ trợ nhiệt tình khi cần thiết",5,5,4,5,5,5,4,3,4,3,4,4,3,Banca,đảm bảo an toàn tuy nhiên chưa thực sự cạnh tranh được với các thương hiệu khác,5,4,4,4,5,4,Fanpage,trang không quá nổi bật tuy thể hiện được rõ những nét đặc trưng của vietcombank,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,MSB,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank
2H1b445VgWe1bAeJIXFHDkyEYd2VUt0FTVvLnKGLWNA=,Apr'25,Online,Ha Noi,MAF,"MBBank,Techcombank,ACB",ACB,ACB,9,ngân hàng uy tín nhân viên thân thiện,8,ứng dụng ngân hàng cần thêm nhiều chức năng và tiện ích,4,5,4,4,5,4,5,3,4,4,5,4,3,Banca,sản phẩm bảo hiểm còn hạn chế,5,5,4,5,4,4,Call Center,việc kết nối nhân viên tổng đài hơi lâu chút,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,ACB,ACB,ACB,ACB,ACB,ACB,ACB,None of above
a568a110-fa6e-11ef-abe2-b34689f642a6,Apr'25,Online,Ho Chi Minh,MAF,"VPBank,Techcombank",Techcombank,Techcombank,7,Nên có thêm chi nhánh. Tôi thấy quá ít chi nhánh,8,Không có,4,4,4,4,4,4,4,I do not use this bank product,3,I do not use this bank product,I do not use this bank product,I do not use this bank product,3,Terms deposit,"Lãi suất bình thường, không có nhiều ưu đãi ao với các Ngân hàng khác",4,4,4,4,5,4,Fanpage,Thông tin quá nhiều nên không thể cập nhật hết,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,Vietcombank,VPBank,MSB,Vietinbank",,,,,MSB,MSB,MSB,MSB,MSB,Techcombank,MSB,Techcombank
aTxavq5L1Edqq/ZnLEa5SGGuq03a4kNK/ORs6dx9jlk=,Apr'25,Online,Ha Noi,MAF,MBBank,MBBank,MBBank,10,Tôi đã sử dụng và rất yên tâm về ngân hàng này,10,Tôi đang sử dụng ứng dụng của ngân hàng này và thấy rất ổn,4,4,5,4,4,I do not use this bank product,I do not use this bank product,4,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Banca,Sản phẩm bảo hiểm của ngân hàng này luôn thanh toán đầy đủ,5,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,5,5,Branch,Thủ tục giải quyết các vấn đề của khách hàng rất nhanh chóng,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,MB Bank,MB Bank,None of above,MB Bank,MB Bank,None of above,None of above,MB Bank
JveBmjIvQ9o+bFIJiUeTjg==,Apr'25,Offline,Ha Noi,MAF,ACB,ACB,ACB,9,"sự tiên lời khi dùng liên kết nhiều  , như thanh toàn điên nước . đóng học cho con .",9,có thể  chuyển tièn bất cứ  đâu . tiện lời khi thanh toán,5,5,5,4,4,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,I do not use this bank product,5,Secured Loan,"thu tục nhanh gon, lãi xuất phù hợp  , giấy tờ dễ dàng",5,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,5,5,Branch,chị nahnh đẹp rộng nhận viên thân thiện  tư vấn rõ ràng,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,ACB,ACB,ACB,ACB,ACB,ACB,ACB,ACB
xEnbOBBasYCRq0ItiEWmOSpWbcIUrSgo0RV2dGXWITw=,Apr'25,Online,Ha Noi,MAF,"MBBank,VPBank,Techcombank,Vietcombank",Vietcombank,Vietcombank,10,Đa dạng dịch vụ,9,Ứng dụng hoạt động mượt mà ổn định,5,5,4,4,5,I do not use this bank product,4,4,5,3,4,4,3,Bond/Funds,Lãi suất chưa hấp dẫn,5,4,4,4,5,4,Call Center,Nhân viên tư vấn nhiệt tình chu đáo,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,Vietcombank,BIDV,MBBank,VPBank,Vietinbank",,,,,VPBank,Vietinbank,Vietcombank,MB Bank,Techcombank,Vietcombank,BIDV,Techcombank
OVv6/8u9AUgiyRFMXN8EIA==,Apr'25,Offline,Ha Noi,MAF,BIDV,BIDV,BIDV,10,Ngân hàng có bảo mật cao. Nhiều gói tài chính phù hợp với nhiều người,9,"Ứng dụng chạy mượt, không bị gián đoạn giao dịch. liên kết được với nhiều ví điện tử",5,4,4,4,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Terms deposit,Bảo mật tốt nên rất nên tâm gửi tiền,5,Not use in recent 1 month,Not use in recent 1 month,4,4,4,Fanpage,"Hình ảnh thu hút, cập nhận nhiều chương trình khuyến mãi",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,BIDV,BIDV,BIDV,BIDV,BIDV,BIDV,BIDV,BIDV
MyxoBtrqoYfLBI65I9oLsN19JlYWEAotWMbWrr8yi1w=,Apr'25,Online,Ho Chi Minh,MAF,"Techcombank,Vietcombank","Techcombank,Vietcombank",Vietcombank,10,Ngân hàng uy tín và dịch vụ tốt,10,Ứng dụng bảo mật và thiết kế đẹp,4,4,4,5,5,I do not use this bank product,4,I do not use this bank product,3,I do not use this bank product,I do not use this bank product,I do not use this bank product,3,Terms deposit,Lãi suất tương đối như các ngân hàng khác,5,4,5,4,5,4,Fanpage,Thiết kế bắt mắt và ấn tượng,Techcombank,10,Uy tín và chất lượng,10,"Ứng dụng hoạt động mượt mà, bảo mật cao",5,5,4,5,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Terms deposit,Lãi suất tốt,5,5,5,5,4,4,ATM,Chưa có nhiều máy,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank
ot4FEDXsHSfznrHjkQK27UowUeZVyu1C38y0sRejEBk=,Apr'25,Online,Ho Chi Minh,MAF,ACB,ACB,ACB,8,Thêm nhiều ưu đãi mới cho khách hàng,8,Sử dụng app nhanh hơn nữa,4,4,4,4,4,3,3,3,4,4,4,3,3,Credit card,Vì không có gì đặc sắc so với các ngân hàng khác,4,3,4,3,3,3,Telesales,"Vì tôi cảm thấy ACB đã có nhiều kênh bán hàng khác chất lượng rồi, kênh qua điện thoại chỉ đa dạng hơn thôi",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,VPBank,ACB,VPBank,ACB,BIDV,MB Bank,ACB,VPBank
5f339740-ee25-11ec-a461-5f793a66b43e,Apr'25,Online,Ho Chi Minh,MAF,"Techcombank,VPBank",Techcombank,Techcombank,8,"Tăng cường thêm chương trình tích điểm, tặng quà hoặc mã khuyến mãi nhiều hơn nữa, chấm dứt tình trạng tặng nhiều các ưu đãi ảo, chỉ xem được mà không sử dụng được cho khách hàng !",8,"khắc phục tình trạng thỉnh thoảng bị lắc, không tặng mã ưu đãi ảo",3,3,3,4,4,3,I do not use this bank product,I do not use this bank product,3,I do not use this bank product,I do not use this bank product,I do not use this bank product,3,Terms deposit,lãi suất thấp,3,Not use in recent 1 month,3,Not use in recent 1 month,4,3,Branch,thái độ của nhân viên chưa cầu thị,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,Vietcombank,BIDV,VPBank",,,,,Techcombank,None of above,None of above,VPBank,Techcombank,None of above,None of above,None of above
OK0xEFQdKySOPhILQjF1bsRYyGB6MEZrez1Cai5zPSU=,Apr'25,Online,Ha Noi,MAF,"BIDV,VPBank","BIDV,VPBank",VPBank,3,thiếu các chức năng giao dịch cơ bản,8,thêm quay sổ xố hàng tháng,4,4,4,4,4,4,4,3,4,2,3,4,2,Bond/Funds,thông tin không rõ ràng với nhà đầu tư,3,3,2,4,2,2,ATM,ít số lượng khu vực quân tôi sống,BIDV,6,phí cao,6,ít phần thưởng,3,4,4,4,3,3,3,3,2,3,3,3,2,Terms deposit,lãi xuất đáo hạn thấp,3,3,3,3,2,2,ATM,Không rút được qua QR,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,ACB,Techcombank,ACB,VPBank,None of above,Techcombank,Techcombank,ACB
+noBW5ulmvTVGpoEJueKUA==,Apr'25,Offline,Ha Noi,AFF,VPBank,VPBank,VPBank,9,"Mạng lưới chi nhánh rộng khắp,lãi suất gửi tiết kiệm cao",9,"Không bị lỗi, chuyển tiền nhanh",5,4,5,5,4,5,5,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,5,5,Unsecured Loan/ Overdraft without Collateral,Lãi suất thấp và thẩm định nhanh,4,4,5,5,4,4,Telesales,"Tư vấn nhiệt tình, sản phẩm phù hợp với khách hàng",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",VPBank,VPBank,VPBank,VPBank,,,,,VPBank,VPBank,VPBank,VPBank
KX32nqyvtQz7uEpNcQWNdg==,Apr'25,Offline,Ho Chi Minh,MAF,VPBank,VPBank,VPBank,9,Phổ biến và uy tín có nhiều bạn bè tôi đang tin dùng,10,"Chuyển tiền và nhận tiền nhanh, bảo mật cao khi dùng vân tay",5,5,4,5,4,4,5,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,5,4,Debit,Thẻ ghi nợ đa dạng với các tính năng hấp dẫn phù hợp với nhu cầu của tôi,5,5,5,Not use in recent 1 month,4,4,ATM,"Máy ATM có màng hình to dễ nhìn, trụ có máy lạnh sạch sẽ",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank
PwMzw28QRoIrBvKFdLXl+g==,Apr'25,Offline,Ha Noi,MAF,ACB,ACB,ACB,10,"Thẻ tín dụng liên kết nhiều điểm bán, hoàn tiền tốt",10,"App dễ nhìn, an toàn và thông minh khi dùng",5,4,4,5,4,5,5,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Terms deposit,"Lãi suất tiết kiệm ổn định, yên tâm, không bị lộ thông tin cá nhân",4,3,4,4,4,3,Telesales,"Tư vấn đúng nội dung, rõ ràng , dễ hiểu",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,ACB,ACB,ACB,ACB,ACB,ACB,ACB,ACB
QwX/KFievpDECIIOU3eIeA==,Apr'25,Offline,Ho Chi Minh,MAF,VPBank,VPBank,VPBank,9,"Ngân hàng có lãi suất tiết kiệm tốt, thẻ tín dụng có nhiều ưu đãi",10,"Ứng dụng có nhiều chức năng, phù hợp cho cuộc sống hiện đại tôi có thể thanh toán các loại tiền hàng hóa, hóa đơn ngày tại nhà mà không cần đến trụ sở.",4,4,5,4,4,4,4,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Credit card,Có nhiều ưu đãi chiết khấu giảm giá,5,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,4,4,ATM,"Các trụ ATM được đặt ở những nơi dễ nhận biết, thuận tiện khi có nhu cầu rút tiền",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank
q39Oqq2u4niawtjE/Swnhw==,Apr'25,Offline,Ha Noi,AFF,"ACB,VPBank",ACB,ACB,9,"Nhiều phòng giao dịch, uy tín, đa dạng các gói tài chính",9,"Dễ sử dụng, tích hợp nhiều tính năng tiện lợi",5,4,5,4,5,5,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Debit,"Thanh toán nhanh chóng, thẻ thiết kế đẹp bền không bị phai màu",5,Not use in recent 1 month,5,Not use in recent 1 month,Not use in recent 1 month,5,Branch,"Phòng giao dịch sạch sẽ thoáng mát, nhân viên niềm nở thân thiện",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",ACB,ACB,ACB,ACB,,,,,ACB,ACB,ACB,ACB
/bqQ37gD8PTcoJd03hWocA==,Apr'25,Offline,Ho Chi Minh,AFF,BIDV,BIDV,BIDV,9,"Nhân viên ngân hàng có trang phục lịch sự , tư vấn khách hàng ân cần chu đáo dễ chịu khi khách cần hổ trợ",10,"App load nhanh không bị đứng màn hình, có độ bảo mật cao an toàn",4,5,5,5,5,5,5,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Terms deposit,Ngân hàng có danh tiếng tốt nên gửi tiền thấy an tâm,4,Not use in recent 1 month,5,Not use in recent 1 month,5,4,Branch,nhân viên ngân hàng tác phong lịch sự và đồng phục đẹp tư vấn tận tình,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",BIDV,BIDV,BIDV,BIDV,,,,,BIDV,BIDV,BIDV,BIDV
XS/8pgigZQFpNy3HfrdAag==,Apr'25,Offline,Ha Noi,AFF,ACB,ACB,ACB,10,"Bảo mật thông tin tốt, ngân hàng ít khi bảo trì",10,"Dùng nhanh chóng, ổn định, thông báo chuyển nhận tiền nhanh chóng",4,5,5,4,5,5,5,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Terms deposit,"Lãi suất tốt, ưu đãi khách hàng cao. Linh hoạt thời gian rút gửi",5,Not use in recent 1 month,5,Not use in recent 1 month,5,5,Branch,"Bãi đỗ xe rộng, tiện lợi, nhân viên chuyên nghiệp",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",ACB,ACB,ACB,ACB,,,,,ACB,ACB,ACB,ACB
191DwgTb3VonNMIA6+xjIA==,Apr'25,Offline,Ha Noi,MAF,VPBank,VPBank,VPBank,10,"Tài khoản nhận lương nên yên tâm sử dụng, uy tín chất lượng cao",10,"Tích hợp đa dạng các tính năng thanh toán, dễ sử dụng, chuyển tiền không mất phí",4,5,5,4,5,5,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,5,Credit card,"Nhiều ưu đã mã giảm giá khi thanh toán tại các nhà hàng quán ăn, lãi suất hợp lí",5,Not use in recent 1 month,5,5,Not use in recent 1 month,5,Fanpage,Luôn cập nhật tin tức một cách nhanh chóng,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank
47GtWicyZTFQfyEnnj5IPg==,Apr'25,Offline,Ho Chi Minh,MAF,VPBank,VPBank,VPBank,9,"Ngân hàng uy tín lâu năm, nhiều người xung quanh tôi tin tưởng",10,"Ứng dụng ngân hàng trên điện thoại thông minh có thể chuyển khoản hay quét mã nhanh chóng tiện lợi, an toàn vì bảo mật tốt",5,4,4,4,5,4,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Credit card,"Thẻ tín dụng dễ làm, hạn mức cao, liên kết nhiều trung tâm nhiều nhãn hàng có nhiều chiết khấu ưu đãi",4,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,4,4,ATM,"Atm rút tiền nhanh, thường xuyên được kiểm tra bảo trì nên máy luôn trong tình trạng mới , ổn định",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank
ru0MZx4o0ucj8xdXknnWPw==,Apr'25,Offline,Ha Noi,MAF,MBBank,MBBank,MBBank,10,"Ngân hàng công ty thanh toán lương nên thấy uy tín, không mất phí dịch vụ",10,"Chuyển khoản nhanh chóng tiện lợi, thiết kế độc đáo dễ sử dụng",5,5,4,5,4,5,I do not use this bank product,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Terms deposit,Có thể mở sổ online tiện lợi mà lãi suất hấp dẫn hợp lí,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,5,5,5,ATM,"Máy mới, xịn, dễ thao tác, luôn có camera giám sát nên yên tâm",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,MB Bank,MB Bank,MB Bank,MB Bank,MB Bank,MB Bank,MB Bank,MB Bank
62/S3DqgATAbEVTqZ8YOWA==,Apr'25,Offline,Ha Noi,AFF,ACB,ACB,ACB,10,"Có nhiều các dịch vụ tài chính, nhiều cây atm và phòng giao dịch",10,"Thao tác đơn giản nhanh chóng, không hay bị lỗi",5,5,5,5,4,5,5,4,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Banca,Luôn đề cao quyền lợi của khách hàng,5,Not use in recent 1 month,5,Not use in recent 1 month,5,5,ATM,"Cây rút tiền hiện đại, ít khi bảo trì hay hết tiền ở cây",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,Vietinbank",ACB,ACB,ACB,ACB,,,,,ACB,ACB,ACB,ACB
kc6FMdjJhcwiMF6mJrvg9w==,Apr'25,Offline,Ha Noi,MAF,Techcombank,Techcombank,Techcombank,9,"Là ngân hàng hiện đại, luôn dẫn đầu xu hướng mới. Có nhiều hoạt động và tài trợ nhiều chương trình dành cho giới trẻ",9,Tự động sinh lời. Hiển thị các mục bắt mắt,5,5,4,5,4,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Credit card,Thiết kế của thẻ đẹp và hiện đại. Thời hạn miễn lãi dài hơn những ngân hàng khác,5,Not use in recent 1 month,Not use in recent 1 month,5,4,4,ATM,Máy mới ít khi bị lỗi nuốt thẻ hay kẹt tiền,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank
